A1_FILIAL;A1_PESSOA;A1_NOME;A1_IDENT;A1_CLIENTE;A1_FORNEC;A1_VEND;A1_ETRANSP;A1_TPCGC;A1_CGC;A1_TIPO;A1_TIPORUR;A1_CEP;A1_END;A1_BAIRRO;A1_REGIAO;A1_MUN;A1_EST;A1_COD_MUN;A1_PAIS;A1_INSCR;A1_INSCRM;A1_GRPTRIB;A1_COMISS;A1_COMEMIS;A1_COMBX;A1_FONE;A1_CELULAR;A1_FAX;A1_EMAIL;A1_ENFE;A1_HPAGE;A1_FTP;A1_TABELA;A1_NREDUZ;A1_CONTATO;A1_RECPIS;A1_RECCOFI;A1_RECCSLL;A1_RAMOATV;A1_CREDITO;A1_LIMCRED;A1_ATIVO;A1_VENDE1;A1_VENDE2;A1_VENDE3;A1_COND;A1_CTADEB;A1_CTACRED;A1_SUFRAMA;A1_VENCIM;A1_COMCLI;A1_CODSIAF;A1_TRANSP;A1_SIMPLES;A1_REGESIM;A1_PERCATM;A1_ALEMISS;A1_ALBAIXA;A1_TVAR1;A1_TVAR2;A1_TVAR3;A1_TVAR4;A1_CALCSUF;A1_MENNOTA;A1_MENPAD1;A1_MENPAD2;A1_MENPAD3;A1_MENPAD4;A1_MENPAD5;A1_TPFRETE;A1_CODUSER;A1_DUPCRED;A1_UMOVME;A1_MSEXP;A1_UMOVINT;A1_UMOVID;A1_UMOVATV;A1_DTINCL;A1_IPDV;A1_IPDVINT;A1_IPDVID;A1_IPDVATV;A1_PFISICA;A1_ICSHOP;A1_ATVCSHP;A1_DTALTCS;A1_CSHOPID;A1_CSHPUTC;A1_PDVPAD;A1_IPDVCHV;A1_MSDT;A1_PERFCP;A1_CONTRIB;A1_OUTRMUN;A1_CODANTT;A1_RETISS;A1_TPNFSE;A1_GUID;A1_FLYID;A1_FLYUPD;A1_FLYDEL;A1_OBSERV
01;C00041;GRIFE TEXTIL LTDA;;S;S;N;N;J;08.780.971/0001-03;;;03025001;RUA ALMIRANTE BARROSO, 683;BRAS;;SAO PAULO;SP;50308;1058;145448465110;;;0;0;0;11-2291-9099;;;FISCALGRIFE@GRIFETEXTIL.COM.BR;PCP1@GRIFETEXTIL.COM.BR;FISCALGRIFE@GRIFETEXTIL.COM.BR;PCP1@GRIFETEXTIL.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;20/06/18;1;;;1;;2;1;;;;2;;20190206140107;0;1;;;2;;;;;;
01;C00042;MATEUS SILVA BORGES DE FREITAS ME;;S;S;N;N;J;15.609.371/0001-42;;;14403627;RUA ANTONIO MOREIRA MACEDO, 2650;JARDIM ESPRAIDO;;FRANCA;SP;16200;1058;310328970116;;;0;0;0;16-3402-2632;;;EMPRESA3IMAOS@HOTMAIL.COM;ATENDIMENTO@RAZIO.COM.BR;EMPRESA3IMAOS@HOTMAIL.COM;ATENDIMENTO@RAZIO.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;16/10/18;1;;;1;;2;1;;;;2;;20181016133105;0;1;;;2;;;;;;
01;C00043;G GONCALVES BASTOS CONFECCOES ME;;S;S;N;N;J;01.579.446/0001-85;;;28623390;RUA PREFEITO GUSTAVO LIRA, 141;OLARIA;;NOVA FRIBURGO;RJ;03401;1058;79436003;;;0;0;0;022-2523-5739;;;MARCADEMENINA@HOTMAIL.COM;MARCADEMENINA@HOTMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;23/10/18;1;;;1;;2;1;;;;2;;20210126105014;0;1;;;2;;;;;;
01;C00044;L.C.A. TEXTIL EIRELI ME;;S;S;N;N;J;27.172.685/0001-00;;;74255220;AV T9, 1995 SALA 2;JARDIM AMERICA;;GOIANIA;GO;08707;1058;106853708;;;0;0;0;62-3287-9837;;;;LCATEXTIL10@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;23/11/18;1;;;1;;2;1;;;;2;;;0;1;;;2;;;;;;
01;C00045;FORROFRAN COMERCIO DE COMPONENTES PARA CALCADOS EIRELI;;S;S;N;N;J;18.184.207/0001-29;;;14403416;RUA ANGELO PEDRO, 2471;CUBATAO;;FRANCA;SP;16200;1058;310.511.190.116;;;0;0;0;16-3704-6023;;;DANILOMSIIMP@GMAIL.COM;DANILOMSIIMP@GMAIL.COM;DANIELACOMPRAS@HOTMAIL.COM.BR;;;001;;;2;2;2;;N;0;1;;;;13;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;25/01/19;1;;;1;;2;1;;;;2;;20231017134540;0;1;;;2;;;;;;
01;C00046;VINICIUS TEODORO TOMAZ;;S;N;N;N;F;115.474.706-90;1;;35500209;RUA MARIO XISTO GONTIJO, 507 APT 101;SAO LUIZ;;DIVINOPOLIS;MG;22306;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;31/01/19;1;;;1;;2;1;;;;2;;20190131080857;0;2;;;2;;;;;;
01;C00047;JR DUBLAGENS IND E COM LTDA;;S;S;N;N;J;02.426.168/0001-99;;;16200345;RUA JOAO DE SOUZA VILLACA, 435;PARQUE SAO VICENTE;;BIRIGUI;SP;06508;1058;214.068.156.113;;;0;0;0;18-3649-1638;;18-3649-1630;COMPRAS3@DUBLADOS.COM.BR;NFE@DUBLADOS.COM.BR;COMPRAS3@DUBLADOS.COM.BR;NFE@DUBLADOS.COM.BR;;;001;;;2;2;2;;N;0;1;;;;33;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;27/02/19;1;;;1;;2;1;;;;2;;20241022165255;0;1;;;2;;;;;;
01;C00048;JOTACLASS IND E COM LTDA;;S;S;N;N;J;02.888.481/0001-49;;;16204170;RUA ANGELO FOLINI, 470;PARQUE SAO VICENTE;;BIRIGUI;SP;06508;1058;214070114114;;;0;0;0;18-3643-1638;;18-3643-1630;COMPRAS2@DUBLADOS.COM.BR;NFE@DUBLADOS.COM.BR;COMPRAS2@DUBLADOS.COM.BR;NFE@DUBLADOS.COM.BR;;;001;;;2;2;2;;N;0;1;;;;33;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;27/02/19;1;;;1;;2;1;;;;2;;20210526112753;0;1;;;2;;;;;;
01;C00049;NOVA DUBLAGEM LTDA;;S;S;N;N;J;04.103.987/0001-20;;;14403266;RUA MARIO NALINE JUNIOR, 3011;CHACARA SANTO ANTONIO;;FRANCA;SP;16200;1058;310342714119;;;0;0;0;16-3713-2110;;;SUPRIMENTOS@NOVADUBLAGEM.COM.BR;ALMOXARIFADO@NOVADUBLAGEM.COM.BR;SUPRIMENTOS@NOVADUBLAGEM.COM.BR;ALMOXARIFADO@NOVADUBLAGEM.COM.BR;;;001;;;2;2;2;;N;0;1;;;;35;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;18/03/19;1;;;1;;2;1;;;;2;;20210526084612;0;1;;;2;;;;;;
01;C00050;KALK SOLUTIONS E DUBLAGENS EIRELI;;S;S;N;N;J;27.000.024/0001-05;;;35519000;RUA FAUSTO MARTINS, 1321;JARDIM PADRE LAURO;;NOVA SERRANA;MG;45208;1058;002904526.00-93;;;0;0;0;37-3226-3863;37-99170-3708;;KALK.BRESLE@GMAIL.COM;KALK.BRESLE@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;32;;;;1;0;;00036;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;04/04/19;1;;;1;;2;1;;;;2;;20211019073303;0;1;;;2;;;;;;
01;C00051;MESSIAS PINTO NETO EIRELI - EPP;;S;S;N;S;J;13.453.086/0001-50;;;35526816;AV PARANA, 483 GALPAO 01 A 08;INDUSTRIAL;;NOVA SERRANA;MG;45208;1058;0017540230096;;;0;0;0;(37) 3227-2054;;;FISCAL@DUBLADORAKAPAO.COM.BR;FISCAL@DUBLADORAKAPAO.COM.BR;COMPRAS@DUBLADORAKAPAO.COM.BR;;;001;;EVANDRO;2;2;2;;N;0;1;;;;04;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;24/04/19;1;;;1;;2;1;;;;2;;20210622103139;0;1;;;2;;;;;;
01;C00052;DITA DUBLAGENS E COMPONENTES PARA CALCADOS EIRELI;;S;S;N;N;J;09.351.591/0001-16;;;35519000;RUA VITAL PAULINO PEREIRA, 393;LARANJEIRAS;;NOVA SERRANA;MG;45208;1058;0010606310088;;;0;0;0;37-3226-2144;;37-3226-0887;DUDUDADITA@HOTMAIL.COM;DUDUDADITA@HOTMAIL.COM;;;001;DITA COUROS;DUDU;2;2;2;;N;0;1;;;;13;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;16/07/19;1;;;1;;2;1;;;;2;;20220726191851;0;1;;;2;;;;;;
01;C00053;IZABEL MARQUES CONFECCOES EIRELI;;S;S;N;N;J;14.842.684/0001-83;;;03023000;RUA RIO BONITO, 739;BRAS;;SAO PAULO;SP;50308;1058;119538489116;;;0;0;0;11-3631-5628;;;CLASSYTECIDOS@GMAIL.COM;CLASSYTECIDOS@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;22/07/19;1;;;1;;2;1;;;;2;;20190820150025;0;1;;;2;;;;;;
01;C00054;R.S.SCHUINDT INDUSTRIA DE BOJOS;;S;S;N;N;J;30.535.955/0001-04;;;28613560;RUA CORONEL ZAMITH, 380;YPU;;NOVA FRIBURGO;RJ;03401;1058;11151744;;;0;0;0;11-2526-1161;;;STBOJOS@GMAIL.COM;STBOJOS@GMAIL.COM;;;001;ST BOJOS;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;29/07/19;1;;;1;;2;1;;;;2;;20200116114003;0;1;;;2;;;;;;
01;C00055;VM SANTOS COMERCIO EIRELI;;S;S;N;N;J;32.803.388/0001-55;;;74550131;RUA L, 50 AD 15 LT 04;SETOR CENTRO OESTE;;GOIANIA;GO;08707;1058;107535122;;;0;0;0;62-99977-6012;;;VMSANTOSCOMERCIO@GMAIL.COM;VMSANTOSCOMERCIO@GMAIL.COM;COMERCIAL.BOJOS@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;32;;;;1;0;;00036;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;07/08/19;1;;;1;;2;1;;;;2;;20210827112014;0;1;;;2;;;;;;
01;C00056;GELSON GONCALVES DOS SANTOS;;S;S;N;N;F;083.282.076-80;1;;35519000;RUA BAMBUI, 1.060;CONCESSO ELIAS;;NOVA SERRANA;MG;45208;1058;;;;0;0;0;;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;15/08/19;1;;;1;;2;1;;;;2;;20190815155037;0;2;;;2;;;;;;
01;C00057;OFICINA DA MODA CONFECOES LTDA ME;;S;S;N;N;J;23.149.382/0001-15;;;28630085;RUA BENJAMIN CONSTANT, 881;JARDIM OURO PRETO;;NOVA FRIBURGO;RJ;03401;1058;86994950;;;0;0;0;22-2523-6849;;|;;ALFABOJOSNFE@GMAIL.COM;ALFABOJOS@OUTLOOK.COM;;;001;;;2;2;2;;N;0;1;;;;25;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;27/08/19;1;;;1;;2;1;;;;2;;20210603114520;0;1;;;2;;;;;;
01;C00058;CLASSICA MODA INTIMA LTDA - ME;;S;S;N;N;J;09.039.566/0001-00;;;28615230;AV HAMBURGO, 257 GALPAO 01;MURY;;NOVA FRIBURGO;RJ;03401;1058;78360631;;;0;0;0;22-9-9261-7957;(22)9 9984-344;;VALDIR@CLASSICAMODAINTIMA.COM.BR;VALDIR@CLASSICAMODAINTIMA.COM.BR;;;001;;VALDIR;2;2;2;;N;0;1;;;;32;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;10/09/19;1;;;1;;2;1;;;;2;;20210921144928;0;1;;;2;;;;;;
01;C00059;JULIMAR MALHAS EIRELI;;S;S;N;N;J;04.513.744/0001-60;;;74510030;AV SAO PAULO, 170;CAMPINAS;;GOIANIA;GO;08707;1058;103399941;;;0;0;0;62-3942-2864;;;JULIMARMALHAS@HOTMAIL.COM;JULIMARMALHAS@HOTMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;18/09/19;1;;;1;;2;1;;;;2;;20190926114213;0;1;;;2;;;;;;
01;C00060;GOLD B IND E COM DE BOJOS TECIDOS E AVIAMENTOS LTDA;;S;S;N;N;J;09.353.263/0001-59;;;28633180;ALAMEDA SALOMAO SALLES, 351;JARDIM OURO PRETO;;NOVA FRIBURGO;RJ;03401;1058;78465727;;;0;0;0;22-2580-2368;22-999001-4213;;VENDAS.GOLDB@HOTMAIL.COM;VENDAS.GOLDB@HOTMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;21/10/19;1;;;1;;2;1;;;;2;;20210126105955;0;1;;;2;;;;;;
01;C00061;OFICINA SPORTS CONFECCOES LTDA;;S;S;N;N;J;34.790.802/0001-64;;;03820000;RUA OLHO D AGUA DO BORGES, 284;VILA SILVIA;;SAO PAULO;SP;50308;1058;126.714.465.113;;;0;0;0;11-4175-9903;;;ADRIANOSUBLIME@GMAIL.COM;ADRIANOSUBLIME@GMAIL.COM;FINANCEIRO@OFICINADOABADA.COM.BR;;;001;;;2;2;2;;N;0;1;;;;25;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;;;;2;;;;;11/11/19;1;;;1;;2;1;;;;2;;20220628145339;0;1;;;2;;;;;;Financeiro Oficina Do Abada <financeiro@oficinadoabada.com.br>
01;C00062;PALMSOFT LAMINADORA E CORTE DE PROD P/CALCADOS LTDA ME;;S;S;N;N;J;08.700.423/0001-26;;;02050010;RUA MIGUEL MENTEM, 72;VILHA GUILHERME;;SAO PAULO;SP;50308;1058;149612942110;;;0;0;0;11-2900-6770;;;VENDASPALMSOFT@TERRA.COM.BR;VENDASPALMSOFT@TERRA.COM.BR;;;001;;;2;2;2;;N;0;1;;;;25;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;25/11/19;1;;;1;;2;1;;;;2;;20210407135148;0;1;;;2;;;;;;
01;C00063;RAWLFAB FABRICACAO DE PRODUTOS TEXTEIS LTDA-ME;;S;S;N;N;J;23.156.822/0001-61;;;62875000;RUA LUIS FELIX PEREIRA, 30;CENTRO;;CHOROZINHO;CE;03956;1058;064794172;;;0;0;0;;85-99168-3377;;RAWLLISONCAPONE1991@GMAIL.COM;RAWLLISONCAPONE1991@GMAIL.COM;;;001;;RAWLLISON;2;2;2;;N;0;1;;;;33;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;22/06/20;1;;;1;;2;1;;;;2;;20230123152245;0;1;;;2;;;;;;
01;C00064;APOLLO TEXTIL COMERCIO DE TECIDOS EIRELI;;S;S;N;N;J;32.936.611/0001-32;;;03018000;RUA JOAO BOEMER, 488 LOJA 2;BRAS;;SAO PAULO;SP;50308;1058;123708809113;;;0;0;0;11-2695-8689;;;HUGOVTR99@GMAIL.COM;HUGOVTR99@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;22/06/20;1;;;1;;2;1;;;;2;;20200630134759;0;1;;;2;;;;;;
01;C00065;SR FERREIRA TEXTIL EIRELI;;S;S;N;N;J;36.066.126/0001-06;;;03047000;RUA 21 DE  ABRIL, 691;BRAS;;SAO PAULO;SP;50308;1058;128405159110;;;0;0;0;;;;SR.FERREIRA.TEXTIL@GMAIL.COM;SR.FERREIRA.TEXTIL@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;29/06/20;1;;;1;;2;1;;;;2;;20220627151430;0;1;;;2;;;;;;
01;C00066;TEXTIL SPARTACUS EIRELI;;S;S;N;N;J;31.060.851/0001-53;;;03053000;RUA BRESSER, 1408;BRAS;;SAO PAULO;SP;50308;1058;119763455114;;;0;0;0;;11-96581-8084;;TEXTIL.SPARTACUS@GMAIL.COM;TEXTIL.SPARTACUS@GMAIL.COM;;;001;;MARCELO;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;14/08/20;1;;;1;;2;1;;;;2;;;0;1;;;2;;;;;;
01;C00067;HABAKUKI CONFECCOES E COMERCIO DE ROUPAS LTDA;;S;S;N;N;J;37.365.790/0001-19;;;23058620;RUA PROFESSOR ABIGAIL PIRES, 36;COSMOS;;RIO DE JANEIRO;RJ;04557;1058;11723454;;;0;0;0;21-2409-5482;;;ECOSURFTM@HOTMAIL.COM;ECOSURFTM@HOTMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;17/08/20;1;;;1;;2;1;;;;2;;20200901150210;0;1;;;2;;;;;;
01;C00068;EMPORIO COMERCIO DE MALHAS EIRELI - ME;;S;S;N;N;J;28.358.873/0001-90;;;74510020;AV HONESTINO GUIMARAES, 1004 QD 55 LT 09;SETOR CAMPINAS;;GOIANIA;GO;08707;1058;107017717;;;0;0;0;62-3996-2461;;;EMPORIOTEXTIL10@GMAIL.COM;EMPORIOTEXTIL10@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;17/08/20;1;;;1;;2;1;;;;2;;20200818155356;0;1;;;2;;;;;;
01;C00069;COLORTEXTIL NORDESTE LTDA;;S;S;N;N;J;00.440.698/0001-66;;;49770000;AV MAISA, S/N AREA 01;INDUSTRIAL;;MARUIM;SE;04003;1058;271007087;;;0;0;0;31-3383-8313;;;CONTABILIDADE@COLORTEXTIL.COM.BR;CONTABILIDADE@COLORTEXTIL.COM.BR;NFE@COLORTEXTIL.COM.BR;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;19/08/20;1;;;1;;2;1;;;;2;;20201006155939;0;1;;;2;;;;;;
01;C00070;CAMPOS  SILVA E CIA INDUSTRIA DE BOJOS LTDA;;S;S;N;N;J;10.898.225/0001-60;;;28613610;TRAVESSA GRIPP, 081 LOJA A;CENTRO;;NOVA FRIBURGO;RJ;03401;1058;86577186;;;0;0;0;22-99877-0202;;;LUIZEUANF@GMAIL.COM;LUIZEUANF@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;19/08/20;1;;;1;;2;1;;;;2;;20200825150253;0;1;;;2;;;;;;
01;C00071;AILTON BONFIM DA MATA;;S;S;N;N;J;34.703.118/0001-06;;;74550415;AV MARECHAL DEODORO, 112;VI ABAJA;;GOIANIA;GO;08707;1058;107722631;;;0;0;0;62-3287-9837;62-99822-4829;;FENIXTEXTIL10@GMAIL.COM;FENIXTEXTIL10@GMAIL.COM;;;001;;MOACIR;2;2;2;;N;0;1;;;;12;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;21/08/20;1;;;1;;2;1;;;;2;;20210519081526;0;1;;;2;;;;;;
01;C00072;BOJO ART INDUSTRIADE BOJOS LTDA;;S;S;N;N;J;18.394.241/0001-28;;;95325000;AV ALBERTO PASQUALINI, 1995;CENTRO;;VISTA ALEGRE DO PRATA;RS;23606;1058;3310004416;;;0;0;0;54-3443-2277;;;LUCASNBPADUA1@GMAIL.COM;ARTAVIAMENTOS@OUTLOOK.COM;LUCASNBPADUA1@GMAIL.COM;ARTAVIAMENTOS@OUTLOOK.COM;;;001;BOJO & ART DISTRIBUIDORA;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;21/08/20;1;;;1;;2;1;;;;2;;20200821142621;0;1;;;2;;;;;;
01;C00073;F M BATISTA ALVES;;S;S;N;N;J;31.798.693/0001-33;;;62886475;RUA PAULINHO PEREIRA, 1033;BUENOS AIRES;;HORIZONTE;CE;05233;1058;067849008;;;0;0;0;85-3238-9559;;;RAWLLISONCAPONE1991@GMAIL.COM;RAWLLISONCAPONE1991@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;10;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;25/08/20;1;;;1;;2;1;;;;2;;20230719150247;0;1;;;2;;;;;;
01;C00074;R.AZEVEDO IND.DE CALCADOS LTDA;;S;S;N;N;J;02.839.031/0001-66;;;35520202;RUA MESSIAS JERONIMO, 371 GALPAO 2;LARANJEIRAS;;NOVA SERRANA;MG;45208;1058;4529928230080;;;0;0;0;37-3225-3646;;;R.AZEVEDOCALCADOS@HOTMAIL.COM;R.AZEVEDOCALCADOS@HOTMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;28/10/20;1;;;1;;2;1;;;;2;;;0;1;;;2;;;;;;
01;C00075;S.A DUBLADORA TEXTIL LTDA;;S;S;N;N;J;38.823.141/0001-87;;;16202103;RUA DONATTO PERROTTI, 400;RESIDENCIAL MONTE LIBANO;;BIRIGUI;SP;06508;1058;214286358110;;;0;0;0;;;;S.ADUBLADORATEXTIL@GMAIL.COM;S.ADUBLADORATEXTIL@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;04;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;25/11/20;1;;;1;;2;1;;;;2;;20230620073127;0;1;;;2;;;;;;
01;C00076;APOIO TOTAL POSTOS SERVICOS DE INSTALACAO LTDA;;S;S;N;N;J;29.494.969/0001-48;;;35500016;RUA PARAIBA, 1048;CENTRO;;DIVINOPOLIS;MG;22306;1058;ISENTO;068687;;0;0;0;37-3222-1754;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;19/02/21;1;;;1;;2;1;;;;2;;;0;2;;;2;;;;;;
01;C00077;LUCAS NICOLINI BARRETO DE PAULA LTDA;;S;S;N;N;J;40.157.864/0001-36;;;95325000;AV ALBERTO PASQUALINI, 671 BLOCO B;CENTRO;;VISTA ALEGRE DO PRATA;RS;23606;1058;3310004440;;;0;0;0;;;;ARTAVIAMENTOS@OUTLOOK.COM;LUCASNBPADUA1@GMAIL.COM;ARTAVIAMENTOS@OUTLOOK.COM;LUCASNBPADUA1@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;32;;;;1;0;;00036;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;22/02/21;1;;;1;;2;1;;;;2;;20210504140320;0;1;;;2;;;;;;
01;C00078;CALCADOS SHELTER IND COM LTDA;;S;S;N;N;J;04.056.026/0001-02;;;14405180;RUA PEDRO DINIZ, 748;PARQUE SAO JORGE;;FRANCA;SP;16200;1058;310343400110;;;0;0;0;16-3724-6799;;;COBRANCAS@CALCADOSSHELTER.COM.BR;COBRANCAS@CALCADOSSHELTER.COM.BR;LEONARDOCESAR.SF@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;25;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;19/05/21;1;;;1;;2;1;;;;2;;20210526095043;0;1;;;2;;;;;;
01;C00079;MICHIGAN TEXTI L EIRELI;;S;S;N;N;J;18.047.868/0001-02;;;03018000;RUA JOAO BOEMER, 549;BRAS;;SAO PAULO;SP;50308;1058;142.356.392.117;;;0;0;0;;;;MICHIGAN.TEXTIL@GMAIL.COM;MICHIGAN.TEXTIL@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;25;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;31/05/21;1;;;1;;2;1;;;;2;;20210706095412;0;1;;;2;;;;;;
01;C00080;SUPERA TEXTIL IND E COM LTDA;;S;S;N;N;J;40.830.012/0001-68;;;35521358;RUA OTAVIO SOARES SIQUEIRA, 710;MARIA JOSE DO AMARAL;;NOVA SERRANA;MG;45208;1058;0039712170020;;;0;0;0;37-3228-4349;37-99660-1984;;DIEGOCAETANOSANTOS@GMAIL.COM;DIEGOCAETANOSANTOS@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;32;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;1;;;2;;;;;20/07/21;1;;;1;;2;1;;;;2;;20210720135203;0;1;;;2;;;;;;
01;C00081;CYNTHIA CIBELLE OLIVEIRA DE ALMEIDA;;S;S;N;N;J;29.836.539/0001-67;;;55195800;RUA AMARO MANOEL DAS CHAGAS, 665 LOT S MIGUEL;BELA VISTA;;SANTA CRUZ DO CAPIBARIBE;PE;12505;1058;076181901;;;0;0;0;;(81)9 9716-6098;;META.CONT@BOL.COM.BR;META.CONT@BOL.COM.BR;;;001;;ALISON;2;2;2;;N;0;1;;;;13;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;;;;2;;;;;28/07/21;1;;;1;;2;1;;;;2;;20210810164014;0;1;;;2;;;;;;
01;C00082;FORTLINE UNIFORMES PROFISSIONAIS LTDA;;S;S;N;N;J;13.589.279/0001-32;;;32372040;RUA BAEPENDI, 276;VILA PARIS;;CONTAGEM;MG;18601;1058;001767569.00-60;;;0;0;0;31-2527-3244;;;;;;;001;;;2;2;2;;N;0;1;;;;;;;;1;0;;;2;2;0;0;100;;;;;N;;;;;;;;;;2;;;;;13/09/21;1;;;1;;2;1;;;;2;;;0;1;;;2;;;;;;
01;C00083;BJT EXPRESS LTDA;;S;S;N;N;J;36.598.140/0001-50;;;13715000;SITIO SANTINI, SN;ZONA RURAL;;ITOBI;SP;23800;1058;386.017.489.115;;;0;0;0;019-3682-7900;(11)99263-5881;;FINANCEIRO@BOJOEXPRESS.COM.BR;FINANCEIRO.BOJOEX01@GMAIL.COM;FINANCEIRO@BOJOEXPRESS.COM.BR;FINANCEIRO.BOJOEX01@GMAIL.COM;;;001;;TATIANE;2;2;2;;N;0;1;;;;32;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;;;;2;;;;;15/10/21;1;;;1;;2;1;;;;2;;20211103150656;0;1;;;2;;;;;;2,40 - 21/28/35 DIAS
01;C00084;SOMA TEXTIL LTDA;;S;S;N;N;J;42.389.673/0001-25;;;74510020;AV HONESTINO GUIMARAES, 1008 QUADRA 55 LOTE 9;SET CAMPINAS;;GOIANIA;GO;08707;1058;108486400;;;0;0;0;62-3287-9837;;;SOMATEXTIL10@GMAIL.COM;SOMATEXTIL10@GMAIL.COM;;;001;;;2;2;2;;N;0;1;;;;08;;;;1;0;;00036;2;2;0;0;100;;;;;N;;001;005;006;;;;;;2;;;;;18/10/21;1;;;1;;2;1;;;;2;;20211103141016;0;1;;;2;;;;;;10 dias  - 2,3
